"name","ruleType","phoneNumber","labelId","priority","action","isEnabled","pattern","avatar","isSubscribed","count"
"DHL","phone_rule","95380","delivery","0","none","1","","https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/快递物流/DHL.png","1","0"
"中国邮政","phone_rule","11183","delivery","0","none","1","","https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/快递物流/中国邮政.png","1","0"
"中国邮政","phone_rule","11185","delivery","0","none","1","","https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/快递物流/中国邮政.png","1","0"
"中通快递","phone_rule","95311","delivery","0","none","1","","https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/快递物流/中通快递.png","1","0"
"中通快递","phone_rule","95720","delivery","0","none","1","","https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/快递物流/中通快递.png","1","0"
"丰巢","phone_rule","4000633333","delivery","0","none","1","","https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/快递物流/丰巢.png","1","0"
"京东物流","phone_rule","950616","delivery","0","none","1","","https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/快递物流/京东物流.png","1","0"
"京东物流","phone_rule","950139","delivery","0","none","1","","https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/快递物流/京东物流.png","1","0"
"圆通速递","phone_rule","95554","delivery","0","none","1","","https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/快递物流/圆通速递.png","1","0"
"圆通速递","phone_rule","95161","delivery","0","none","1","","https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/快递物流/圆通速递.png","1","0"
"德邦快递","phone_rule","95353","delivery","0","none","1","","https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/快递物流/德邦快递.png","1","0"
"极兔速递","phone_rule","956025","delivery","0","none","1","","https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/快递物流/极兔速递.png","1","0"
"申通快递","phone_rule","95543","delivery","0","none","1","","https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/快递物流/申通快递.png","1","0"
"申通快递","phone_rule","95089","delivery","0","none","1","","https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/快递物流/申通快递.png","1","0"
"申通快递","phone_rule","4008895543","delivery","0","none","1","","https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/快递物流/申通快递.png","1","0"
"百世快递","phone_rule","95320","delivery","0","none","1","","https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/快递物流/百世快递.png","1","0"
"联邦快递","phone_rule","4008861888","delivery","0","none","1","","https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/快递物流/联邦快递.png","1","0"
"菜鸟","phone_rule","4001787878","delivery","0","none","1","","https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/快递物流/菜鸟.png","1","0"
"菜鸟","phone_rule","9519668","delivery","0","none","1","","https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/快递物流/菜鸟.png","1","0"
"菜鸟","phone_rule","951963","delivery","0","none","1","","https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/快递物流/菜鸟.png","1","0"
"达达快送","phone_rule","4009919512","delivery","0","none","1","","https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/快递物流/达达快送.png","1","0"
"韵达速递","phone_rule","95546","delivery","0","none","1","","https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/快递物流/韵达速递.png","1","0"
"韵达速递","phone_rule","95121","delivery","0","none","1","","https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/快递物流/韵达速递.png","1","0"
"顺丰速运","phone_rule","95338","delivery","0","none","1","","https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/快递物流/顺丰速运.png","1","0"
